CustomerID,Country,Total_revenue,Orders
13475,"United Kingdom",6383.52,384
13476,"United Kingdom",5214.28,248
13477,"United Kingdom",6539.16,356
13479,"United Kingdom",1441.80,72
13481,"United Kingdom",8932.48,524
13482,"United Kingdom",738.56,44
13483,"United Kingdom",561.36,40
13484,"United Kingdom",1255.20,32
13485,"United Kingdom",2005.92,100
13486,"United Kingdom",5463.72,332
13487,"United Kingdom",3056.40,180
13488,"United Kingdom",43286.92,2000
13489,"United Kingdom",2454.24,76
13491,"United Kingdom",5241.18,368
13492,"Switzerland",5739.36,228
13493,"Switzerland",2474.52,32
13494,"United Kingdom",1265.04,72
13495,"United Kingdom",9432.84,232
13496,"United Kingdom",2733.32,148
13497,"United Kingdom",1452.20,80
13499,"United Kingdom",4898.52,180
13500,"United Kingdom",5572.48,304
13501,"Switzerland",6095.68,216
13502,"United Kingdom",1213.60,76
13503,"United Kingdom",1095.40,88
13504,"United Kingdom",1362.56,104
13505,"Switzerland",19735.04,964
13506,"United Kingdom",2135.20,121
13507,"United Kingdom",11201.48,716
13508,"United Kingdom",443.88,48
13509,"United Kingdom",4190.24,188
13510,"United Kingdom",8731.60,544
13512,"United Kingdom",1124.84,64
13513,"United Kingdom",910.00,48
13514,"United Kingdom",608.80,16
13515,"United Kingdom",4211.28,268
13516,"United Kingdom",5937.92,200
13517,"United Kingdom",9136.28,600
13518,"United Kingdom",2817.36,164
13519,"United Kingdom",541.40,36
13520,"Switzerland",16272.16,438
13521,"United Kingdom",4867.52,1900
13522,"United Kingdom",503.20,20
13523,"United Kingdom",17650.72,756
13524,"United Kingdom",3445.12,140
13525,"United Kingdom",2875.12,32
13527,"United Kingdom",10566.80,1020
13529,"United Kingdom",1563.04,80
13531,"United Kingdom",1935.20,88
13532,"United Kingdom",940.84,288
13533,"United Kingdom",1146.96,320
13534,"United Kingdom",27053.72,1348
13536,"United Kingdom",16522.28,844
13538,"United Kingdom",5123.40,100
13539,"United Kingdom",2838.16,160
13544,"United Kingdom",1377.04,392
13546,"United Kingdom",2715.36,420
13548,"United Kingdom",3125.68,536
13549,"United Kingdom",4026.80,224
13551,"United Kingdom",367.20,16
13552,"United Kingdom",17835.48,516
13555,"United Kingdom",18076.96,584
13557,"United Kingdom",2638.64,148
13558,"United Kingdom",2688.28,780
13560,"United Kingdom",697.48,132
13561,"United Kingdom",893.84,60
13562,"United Kingdom",8842.92,384
13563,"United Kingdom",3212.32,204
13564,"United Kingdom",7155.28,340
13565,"United Kingdom",1018.68,160
13566,"United Kingdom",3980.76,780
13568,"United Kingdom",911.60,204
13569,"United Kingdom",1703.24,388
13570,"United Kingdom",1008.76,124
13571,"United Kingdom",9956.88,1540
13572,"United Kingdom",5876.60,148
13573,"United Kingdom",1462.80,132
13575,"United Kingdom",2928.28,184
13576,"United Kingdom",29884.39,563
13577,"United Kingdom",7543.40,380
13579,"United Kingdom",2095.92,100
13581,"United Kingdom",542.80,44
13583,"United Kingdom",3702.12,244
13584,"United Kingdom",569.60,96
13587,"United Kingdom",2849.60,32
13588,"United Kingdom",10667.96,740
13589,"United Kingdom",1654.20,96
13590,"United Kingdom",8934.88,404
13591,"United Kingdom",5169.72,268
13592,"United Kingdom",1059.64,68
13593,"United Kingdom",9122.32,580
13594,"United Kingdom",1709.08,112
13596,"United Kingdom",3196.12,736
13598,"United Kingdom",810.44,188
13599,"United Kingdom",23889.60,1152
13600,"United Kingdom",878.08,76
13601,"United Kingdom",3428.08,456
13602,"United Kingdom",2484.76,132
13603,"United Kingdom",912.32,128
13606,"United Kingdom",1384.08,196
13607,"United Kingdom",3242.16,444
13610,"United Kingdom",5531.76,1080
13611,"United Kingdom",5142.60,324
13614,"United Kingdom",7816.84,896
13615,"United Kingdom",1670.76,92
13617,"United Kingdom",2498.52,192
13618,"United Kingdom",745.84,56
13621,"United Kingdom",895.40,80
13623,"United Kingdom",3134.84,344
13626,"United Kingdom",1028.92,76
13627,"United Kingdom",7070.32,396
13629,"United Kingdom",35821.28,276
13630,"United Kingdom",9910.52,336
13631,"United Kingdom",12281.68,44
13632,"United Kingdom",9344.24,628
13634,"United Kingdom",6895.20,820
13635,"United Kingdom",4951.56,284
13636,"United Kingdom",3867.28,256
13637,"United Kingdom",3616.40,444
13638,"United Kingdom",490.56,32
13639,"United Kingdom",4598.40,188
13642,"United Kingdom",1457.80,280
13643,"United Kingdom",2322.16,124
13644,"United Kingdom",11895.84,656
13645,"United Kingdom",1454.80,28
13647,"United Kingdom",8399.28,364
13649,"United Kingdom",1386.40,92
13650,"United Kingdom",9137.92,480
13651,"United Kingdom",436.80,28
13652,"United Kingdom",4866.32,284
13654,"United Kingdom",12272.08,752
13655,"United Kingdom",4343.48,248
13656,"United Kingdom",1552.60,200
13657,"United Kingdom",1622.16,68
13658,"United Kingdom",11185.48,456
13659,"United Kingdom",6746.20,452
13662,"United Kingdom",3909.04,236
13663,"United Kingdom",811.00,56
13666,"United Kingdom",420.20,52
13667,"United Kingdom",1302.20,368
13668,"United Kingdom",27514.64,2052
13669,"United Kingdom",874.20,36
13670,"United Kingdom",1970.40,128
13672,"United Kingdom",745.56,24
13673,"United Kingdom",1705.24,276
13675,"United Kingdom",2118.88,108
13678,"United Kingdom",930.40,64
13680,"United Kingdom",18461.32,864
13681,"United Kingdom",3570.92,252
13682,"United Kingdom",238.00,12
13684,"United Kingdom",268.92,120
13685,"United Kingdom",12482.76,160
13686,"United Kingdom",322.00,36
13689,"United Kingdom",3640.00,24
13690,"United Kingdom",689.00,36
13692,"United Kingdom",6160.40,232
13694,"United Kingdom",280361.12,2426
13695,"United Kingdom",10968.60,396
13697,"United Kingdom",706.00,56
13699,"United Kingdom",1234.32,56
13700,"United Kingdom",9677.28,832
13703,"United Kingdom",1194.00,12
13704,"United Kingdom",10567.64,608
13705,"United Kingdom",3324.18,131
13706,"United Kingdom",1402.36,84
13707,"United Kingdom",3266.44,196
13708,"United Kingdom",1372.52,228
13709,"United Kingdom",29833.88,1560
13710,"United Kingdom",796.80,36
13711,"United Kingdom",1079.04,56
13712,"United Kingdom",915.36,40
13715,"United Kingdom",4983.81,467
13716,"United Kingdom",627.72,96
13717,"United Kingdom",5973.96,424
13718,"United Kingdom",1286.20,52
13719,"United Kingdom",4966.32,276
13720,"United Kingdom",3338.80,180
13721,"United Kingdom",2520.16,128
13722,"United Kingdom",10238.04,368
13723,"United Kingdom",918.40,28
13725,"United Kingdom",8399.04,436
13726,"United Kingdom",4384.64,172
13727,"United Kingdom",1457.92,88
13728,"United Kingdom",4454.32,276
13730,"United Kingdom",3544.40,200
13731,"United Kingdom",2502.36,156
13732,"United Kingdom",2057.44,136
13735,"United Kingdom",13252.20,912
13736,"United Kingdom",3184.00,812
13737,"United Kingdom",1443.00,128
13739,"United Kingdom",867.60,12
13740,"United Kingdom",1477.88,96
13741,"United Kingdom",2793.72,144
13742,"United Kingdom",13481.20,1376
13743,"United Kingdom",5841.60,180
13744,"United Kingdom",4625.44,288
13745,"United Kingdom",1260.64,104
13747,"United Kingdom",398.00,5
13748,"United Kingdom",4309.00,129
13750,"United Kingdom",6655.04,100
13751,"United Kingdom",1185.00,36
13752,"United Kingdom",5565.44,324
13753,"United Kingdom",3173.84,160
13754,"United Kingdom",1567.20,64
13755,"United Kingdom",10036.48,1528
13756,"United Kingdom",22928.88,644
13758,"United Kingdom",15157.69,550
13759,"United Kingdom",2760.04,108
13760,"United Kingdom",1244.76,244
13761,"United Kingdom",5704.48,360
13762,"United Kingdom",1346.88,32
13763,"United Kingdom",6859.84,60
13764,"United Kingdom",6667.60,908
13767,"United Kingdom",71499.28,1543
13769,"United Kingdom",14810.76,636
13771,"United Kingdom",12310.20,544
13772,"United Kingdom",5676.76,860
13774,"United Kingdom",1821.60,112
13777,"United Kingdom",133001.68,979
13778,"United Kingdom",815.60,40
13780,"United Kingdom",1662.32,264
13781,"United Kingdom",548.56,76
13782,"United Kingdom",4252.64,524
13784,"United Kingdom",9851.16,124
13786,"United Kingdom",1248.00,32
13787,"United Kingdom",1296.16,128
13790,"United Kingdom",1395.20,180
13791,"United Kingdom",6780.00,48
13792,"United Kingdom",1014.40,68
13798,"United Kingdom",177755.08,1606
13799,"United Kingdom",3017.04,172
13800,"United Kingdom",2233.28,132
13801,"United Kingdom",1299.20,92
13802,"United Kingdom",22774.16,276
13803,"United Kingdom",1108.28,68
13804,"United Kingdom",12373.48,632
13805,"United Kingdom",3698.40,52
13806,"United Kingdom",1096.32,44
13807,"United Kingdom",510.40,32
13808,"United Kingdom",8322.88,364
13809,"Cyprus",820.80,60
13810,"Germany",6174.24,144
13811,"Germany",3258.00,52
13812,"Germany",2323.20,156
13813,"Germany",6257.04,316
13814,"Germany",7744.72,296
13815,"Germany",18200.40,800
13816,"Germany",2813.16,140
13817,"Germany",1531.92,96
13819,"United Kingdom",5156.60,156
13821,"United Kingdom",1573.96,244
13822,"United Kingdom",2696.40,432
13823,"United Kingdom",3931.44,164
13824,"United Kingdom",7593.76,208
13826,"United Kingdom",917.20,48
13827,"United Kingdom",1837.16,412
13828,"United Kingdom",970.76,68
13831,"United Kingdom",14736.56,359
13832,"United Kingdom",208.80,12
13833,"United Kingdom",1638.80,124
13835,"United Kingdom",3625.08,236
13837,"United Kingdom",1178.36,84
13838,"United Kingdom",3289.78,817
13841,"United Kingdom",340.00,4
13842,"United Kingdom",14767.96,888
13844,"United Kingdom",1682.24,92
13845,"United Kingdom",1358.16,40
13846,"United Kingdom",3823.24,240
13848,"United Kingdom",5020.00,20
13849,"United Kingdom",6917.40,452
13850,"United Kingdom",7623.20,440
13851,"United Kingdom",11494.88,364
13853,"United Kingdom",4738.96,100
13854,"United Kingdom",34400.48,476
13856,"United Kingdom",1554.00,56
13858,"United Kingdom",986.48,52
13859,"United Kingdom",999.84,132
13860,"United Kingdom",5514.48,336
13862,"United Kingdom",10086.88,620
13863,"United Kingdom",1223.12,80
13865,"United Kingdom",2131.64,128
13866,"United Kingdom",841.88,40
13867,"United Kingdom",4635.96,280
13868,"United Kingdom",13177.44,152
13869,"United Kingdom",13787.64,1336
13870,"United Kingdom",12293.20,524
13871,"United Kingdom",30163.08,1632
13873,"United Kingdom",1782.08,104
13874,"United Kingdom",2488.20,76
13875,"United Kingdom",9204.84,516
13876,"United Kingdom",744.40,40
13877,"United Kingdom",468.96,12
13878,"United Kingdom",5233.52,148
13880,"United Kingdom",13977.72,712
13881,"United Kingdom",74015.28,784
13882,"United Kingdom",5577.92,300
13883,"United Kingdom",11836.40,616
13884,"United Kingdom",3928.20,280
13885,"United Kingdom",2414.00,132
13886,"United Kingdom",1034.24,68
13887,"United Kingdom",1517.00,80
13888,"United Kingdom",2655.60,176
13889,"United Kingdom",1727.60,64
13890,"United Kingdom",8460.24,480
13892,"United Kingdom",2531.88,108
13893,"United Kingdom",3550.00,100
13894,"United Kingdom",2389.28,116
13895,"United Kingdom",15381.56,644
13897,"United Kingdom",1573.20,88
13898,"United Kingdom",683.72,52
13899,"United Kingdom",1626.08,80
13900,"United Kingdom",3318.48,192
13901,"United Kingdom",12387.04,640
13904,"United Kingdom",1330.56,104
13908,"United Kingdom",10191.56,528
13911,"United Kingdom",10671.24,612
13914,"United Kingdom",3147.40,164
13917,"United Kingdom",1128.96,76
13918,"United Kingdom",5088.96,132
13919,"Denmark",1607.04,116
13922,"United Kingdom",879.80,36
13923,"United Kingdom",1547.08,88
13924,"United Kingdom",8227.32,520
13925,"United Kingdom",3222.00,196
13926,"United Kingdom",895.40,44
13927,"United Kingdom",1595.16,96
13928,"United Kingdom",2059.28,116
13929,"United Kingdom",3441.40,40
13930,"United Kingdom",1349.36,68
13931,"United Kingdom",5799.08,280
13932,"United Kingdom",1352.00,68
13933,"United Kingdom",3023.04,124
13934,"United Kingdom",3760.40,128
13936,"United Kingdom",1575.92,108
13937,"United Kingdom",635.40,36
13938,"United Kingdom",286.64,28
13939,"United Kingdom",2353.40,184
13940,"United Kingdom",3438.16,204
13941,"United Kingdom",23644.56,212
13946,"United Kingdom",2774.28,48
13947,"United Kingdom",362.40,20
13948,"United Kingdom",408.00,12
13949,"United Kingdom",10689.56,704
13950,"United Kingdom",3689.44,168
13951,"United Kingdom",3003.80,176
13952,"United Kingdom",13595.32,576
13953,"United Kingdom",14062.72,80
13954,"United Kingdom",2184.28,116
13955,"United Kingdom",1417.24,148
13956,"United Kingdom",4369.28,656
13959,"United Kingdom",2422.40,376
13960,"United Kingdom",961.68,52
13962,"United Kingdom",749.80,48
13963,"United Kingdom",2778.16,144
13967,"United Kingdom",322.80,8
13969,"United Kingdom",43987.76,2916
13971,"United Kingdom",13834.72,728
13972,"United Kingdom",761.00,60
13973,"United Kingdom",1120.00,48
13974,"United Kingdom",1774.36,120
13975,"United Kingdom",11407.00,1500
13976,"United Kingdom",1769.36,48
13978,"United Kingdom",787.16,60
13979,"United Kingdom",4268.60,264
13980,"United Kingdom",800.56,44
13982,"United Kingdom",9029.64,484
13983,"United Kingdom",10872.72,460
13984,"United Kingdom",3802.04,68
13985,"United Kingdom",34918.28,1704
13986,"United Kingdom",1281.84,52
13988,"United Kingdom",18991.68,1080
13989,"United Kingdom",5159.52,168
13990,"United Kingdom",1504.80,80
13991,"United Kingdom",3795.40,360
13992,"United Kingdom",307.20,20
13993,"United Kingdom",14587.84,512
13994,"United Kingdom",11202.40,740
13995,"United Kingdom",6955.56,424
13999,"United Kingdom",20015.72,1044
14000,"United Kingdom",2542.64,60
14001,"United Kingdom",9887.00,185
14002,"United Kingdom",2186.72,192
14004,"United Kingdom",22364.24,808
14005,"United Kingdom",12250.08,356
14006,"United Kingdom",5710.04,148
14009,"United Kingdom",3419.04,204
14012,"United Kingdom",1315.20,44
14013,"United Kingdom",2314.16,160
14014,"United Kingdom",2320.64,176
14015,"United Kingdom",4778.16,100
14016,"EIRE",18693.08,708
14019,"United Kingdom",7290.60,332
14020,"United Kingdom",2792.00,168
14021,"United Kingdom",2868.40,96
14022,"United Kingdom",2106.80,128
14023,"United Kingdom",2377.08,128
14024,"United Kingdom",1686.60,84
14027,"United Kingdom",419.28,24
14029,"United Kingdom",1870.64,60
14030,"United Kingdom",9935.12,1044
14031,"United Kingdom",74620.69,1111
14032,"United Kingdom",13263.48,652
14034,"United Kingdom",2979.04,400
14035,"United Kingdom",6857.48,300
14036,"United Kingdom",2687.80,164
14037,"United Kingdom",588.80,112
14038,"United Kingdom",8169.20,476
14039,"United Kingdom",807.20,36
14040,"United Kingdom",16995.36,1056
14041,"United Kingdom",628.84,96
14044,"United Kingdom",3016.80,968
14045,"United Kingdom",9576.60,34
14046,"United Kingdom",649.96,60
14047,"United Kingdom",6033.76,149
14048,"United Kingdom",1786.12,356
14049,"United Kingdom",25025.08,2140
14050,"United Kingdom",3056.24,220
14051,"United Kingdom",69147.36,924
14052,"United Kingdom",915.44,240
14053,"United Kingdom",1041.00,16
14054,"United Kingdom",541.68,36
14055,"United Kingdom",2902.56,40
14056,"United Kingdom",39173.28,5332
14057,"United Kingdom",27106.76,1228
14059,"United Kingdom",892.80,40
14060,"United Kingdom",26264.72,860
14062,"United Kingdom",47142.76,496
14064,"United Kingdom",5871.92,336
14066,"United Kingdom",610.20,28
14067,"United Kingdom",1565.56,228
14068,"United Kingdom",1240.40,104
14071,"United Kingdom",6385.88,1416
14073,"United Kingdom",764.96,64
14075,"United Kingdom",4337.84,192
14076,"United Kingdom",489.88,184
14077,"United Kingdom",2301.60,204
14078,"United Kingdom",4472.20,285
14079,"United Kingdom",1559.00,56
14080,"United Kingdom",182.40,16
14081,"United Kingdom",3908.44,652
14082,"United Kingdom",772.80,124
14083,"United Kingdom",4803.11,833
14085,"United Kingdom",19435.48,1956
14087,"United Kingdom",800.88,284
14088,"United Kingdom",224483.64,2624
14089,"United Kingdom",728.00,68
14090,"United Kingdom",610.56,8
14092,"United Kingdom",18411.64,964
14093,"United Kingdom",1771.40,420
14096,"United Kingdom",277224.64,21816
14098,"United Kingdom",589.40,84
14099,"United Kingdom",13596.52,1092
14100,"United Kingdom",874.40,120
14101,"United Kingdom",31287.16,160
14102,"United Kingdom",5714.72,336
14104,"United Kingdom",898.12,92
14105,"United Kingdom",5547.32,328
14107,"United Kingdom",11081.72,508
14108,"United Kingdom",2505.96,144
14109,"United Kingdom",636.80,40
14110,"United Kingdom",25400.68,680
14111,"United Kingdom",3275.40,44
14112,"United Kingdom",13795.40,748
14113,"United Kingdom",7656.88,152
14114,"United Kingdom",1546.12,60
14116,"United Kingdom",6309.36,332
14117,"United Kingdom",480.00,16
14121,"United Kingdom",12246.76,700
14124,"United Kingdom",1678.32,20
14125,"United Kingdom",12693.64,768
14126,"United Kingdom",2966.12,64
14127,"United Kingdom",3046.04,188
14128,"United Kingdom",2710.80,196
14129,"United Kingdom",6191.44,288
14130,"United Kingdom",2009.08,280
14132,"United Kingdom",15054.52,832
14133,"United Kingdom",3020.96,140
14135,"United Kingdom",20184.29,608
14138,"United Kingdom",4243.92,204
14139,"United Kingdom",1908.08,108
14140,"United Kingdom",3860.20,272
14141,"United Kingdom",4498.12,188
14142,"United Kingdom",1751.05,120
14143,"United Kingdom",531.20,32
14145,"United Kingdom",14968.80,44
14146,"United Kingdom",18859.40,924
14147,"United Kingdom",2260.00,24
14148,"United Kingdom",628.80,12
14149,"United Kingdom",1847.68,116
14150,"United Kingdom",2854.56,112
14152,"United Kingdom",2519.16,200
14154,"United Kingdom",5526.48,220
14155,"United Kingdom",475.00,24
14156,"EIRE",549656.04,6355
14157,"United Kingdom",1731.52,192
14158,"United Kingdom",2312.16,184
14159,"United Kingdom",22070.92,5384
14161,"United Kingdom",5605.13,503
14162,"United Kingdom",1255.04,108
14163,"United Kingdom",10024.92,224
14164,"United Kingdom",6719.08,124
14165,"United Kingdom",576.56,120
14167,"United Kingdom",2311.16,212
14171,"United Kingdom",1627.72,276
14173,"United Kingdom",1947.16,124
14174,"United Kingdom",630.40,124
14175,"United Kingdom",14354.28,668
14176,"United Kingdom",2968.80,152
14177,"United Kingdom",2585.24,188
14178,"United Kingdom",6976.04,1384
14179,"United Kingdom",3467.36,768
14180,"United Kingdom",19949.38,1013
14184,"United Kingdom",2138.36,112
14185,"United Kingdom",790.60,12
14188,"United Kingdom",11971.84,380
14189,"United Kingdom",19660.00,1108
14191,"United Kingdom",20528.36,1152
14193,"United Kingdom",3573.76,176
14194,"United Kingdom",54188.56,2712
14195,"United Kingdom",4048.00,28
14196,"United Kingdom",2321.28,32
14198,"United Kingdom",3530.00,200
14199,"United Kingdom",741.60,8
14201,"United Kingdom",3279.76,164
14204,"United Kingdom",747.28,196
14205,"United Kingdom",1998.80,100
14206,"United Kingdom",1394.24,84
14208,"United Kingdom",678.56,44
14209,"United Kingdom",10144.12,388
14210,"United Kingdom",8408.31,443
14211,"United Kingdom",10294.96,504
14212,"United Kingdom",4281.92,36
14214,"United Kingdom",4405.92,292
14215,"United Kingdom",7523.44,452
14216,"United Kingdom",9073.36,272
14217,"United Kingdom",8404.72,420
14218,"United Kingdom",789.52,56
14219,"United Kingdom",359.76,28
14220,"United Kingdom",2529.60,84
14221,"United Kingdom",15664.96,908
14222,"United Kingdom",3041.08,184
14223,"United Kingdom",4074.92,248
14224,"United Kingdom",4462.28,512
14226,"United Kingdom",9922.16,308
14227,"United Kingdom",15059.80,772
14229,"United Kingdom",6188.80,160
14231,"United Kingdom",4036.36,216
14232,"United Kingdom",8643.96,492
14233,"United Kingdom",6527.68,160
14234,"United Kingdom",3333.24,680
14235,"United Kingdom",15078.44,380
14236,"United Kingdom",2997.54,72
14237,"United Kingdom",805.00,45
14238,"United Kingdom",677.40,36
14239,"United Kingdom",10299.40,492
14240,"United Kingdom",4002.56,196
14241,"United Kingdom",914.80,44
14242,"United Kingdom",1263.80,72
14243,"United Kingdom",11155.16,612
14245,"United Kingdom",7073.72,456
14246,"United Kingdom",6115.24,312
14247,"United Kingdom",744.68,96
14248,"United Kingdom",1210.32,32
14250,"United Kingdom",8485.36,492
14251,"United Kingdom",11518.80,312
14256,"United Kingdom",4219.52,228
14257,"United Kingdom",14752.08,512
14258,"United Kingdom",59266.40,532
14259,"United Kingdom",480.00,20
14261,"United Kingdom",5077.48,232
14262,"United Kingdom",11880.92,652
14264,"United Kingdom",1445.28,76
14265,"Unspecified",2253.12,132
14267,"United Kingdom",7650.56,268
14270,"United Kingdom",2065.80,120
14271,"United Kingdom",580.08,48
14272,"United Kingdom",1785.84,136
14273,"United Kingdom",2384.28,124
14276,"United Kingdom",6175.84,336
14277,"France",20148.00,1036
14280,"United Kingdom",536.16,32
14282,"United Kingdom",18271.76,768
14284,"United Kingdom",2381.00,128
14285,"United Kingdom",7663.64,112
14286,"United Kingdom",20542.04,1228
14287,"United Kingdom",706.52,36
14288,"United Kingdom",1706.40,64
14289,"United Kingdom",3774.64,196
14290,"United Kingdom",10749.60,476
14291,"United Kingdom",18415.36,1108
14292,"United Kingdom",21742.64,488
14293,"United Kingdom",4618.96,268
14295,"United Kingdom",765.60,24
14297,"United Kingdom",5633.40,264
14298,"United Kingdom",225286.16,7152
14299,"United Kingdom",18294.56,688
14300,"United Kingdom",172.80,12
14301,"United Kingdom",2865.84,56
14304,"United Kingdom",1533.80,68
14305,"United Kingdom",8945.44,500
14306,"United Kingdom",9617.84,148
14307,"United Kingdom",14354.81,855
14309,"United Kingdom",9973.32,500
14311,"United Kingdom",1311.84,84
14312,"United Kingdom",7324.36,388
14314,"United Kingdom",480.00,32
14315,"United Kingdom",10729.52,436
14317,"United Kingdom",2217.92,108
14320,"United Kingdom",2344.36,144
14321,"United Kingdom",6299.16,504
14323,"United Kingdom",2486.24,148
14326,"United Kingdom",795.40,36
14327,"United Kingdom",1738.60,64
14329,"United Kingdom",23260.40,1184
14331,"United Kingdom",1901.04,116
14332,"United Kingdom",4276.80,120
14333,"United Kingdom",2181.40,80
14334,"United Kingdom",11030.04,704
14335,"Germany",1954.52,268
14336,"United Kingdom",7481.00,404
14338,"United Kingdom",2690.68,140
14339,"United Kingdom",1238.08,56
14340,"United Kingdom",538.80,24
14341,"United Kingdom",10200.36,608
14342,"United Kingdom",2743.60,88
14344,"United Kingdom",4189.32,320
14345,"United Kingdom",435.92,24
14346,"United Kingdom",4270.32,252
14348,"United Kingdom",1788.28,80
14349,"United Kingdom",575.84,140
14350,"United Kingdom",1352.52,80
14351,"United Kingdom",204.00,4
14352,"United Kingdom",4735.84,208
14353,"United Kingdom",362.40,24
14354,"United Kingdom",654.48,36
14355,"United Kingdom",697.60,44
14356,"United Kingdom",3073.72,148
14357,"United Kingdom",950.12,172
14359,"United Kingdom",3955.88,236
14360,"United Kingdom",9678.52,528
14362,"United Kingdom",712.00,172
14364,"United Kingdom",18946.60,332
14367,"United Kingdom",43326.92,2376
14368,"United Kingdom",620.00,32
14371,"United Kingdom",402.00,16
14373,"United Kingdom",347.00,20
14375,"United Kingdom",1096.32,316
14377,"United Kingdom",2708.20,48
14379,"United Kingdom",1604.72,208
14381,"United Kingdom",927.72,256
14382,"United Kingdom",2784.44,556
14383,"United Kingdom",5306.96,252
14385,"United Kingdom",808.44,56
14386,"United Kingdom",569.60,28
14387,"United Kingdom",7731.84,624
14388,"United Kingdom",16053.84,915
14389,"United Kingdom",4854.24,216
14390,"United Kingdom",21958.11,1387
14393,"United Kingdom",490.40,36
14395,"United Kingdom",15654.02,1543
14396,"United Kingdom",2464.11,368
14397,"United Kingdom",12289.44,428
14400,"United Kingdom",3137.36,120
14401,"United Kingdom",19124.80,812
14403,"United Kingdom",5962.64,84
14404,"United Kingdom",6419.28,428
14406,"United Kingdom",872.40,44
14407,"United Kingdom",11465.92,324
14408,"United Kingdom",12923.32,512
14409,"United Kingdom",8635.00,236
14410,"United Kingdom",4575.48,816
14411,"United Kingdom",4730.40,64
14412,"United Kingdom",3517.72,200
14413,"United Kingdom",490.80,92
14414,"United Kingdom",5987.92,388
14415,"United Kingdom",28390.40,2772
14416,"United Kingdom",2022.08,60
14418,"United Kingdom",8777.28,548
14419,"United Kingdom",5173.64,992
14420,"United Kingdom",1866.88,132
14421,"United Kingdom",3945.44,116
14422,"United Kingdom",19113.76,996
14423,"United Kingdom",2040.00,20
14424,"United Kingdom",1288.32,4
14426,"United Kingdom",20617.32,992
14427,"United Kingdom",1832.56,80
14428,"United Kingdom",5713.12,680
14431,"United Kingdom",2003.84,72
14432,"United Kingdom",10558.44,1712
14434,"United Kingdom",5491.20,48
14436,"United Kingdom",406.24,40
14437,"United Kingdom",352.80,28
14438,"United Kingdom",605.60,40
14439,"Greece",11440.16,136
14440,"United Kingdom",10480.72,236
14441,"United Kingdom",7235.08,212
14442,"Channel Islands",6789.48,276
14443,"United Kingdom",6644.76,432
14446,"United Kingdom",4938.00,1332
14447,"United Kingdom",6078.92,356
14448,"United Kingdom",1768.40,100
14449,"United Kingdom",4194.10,1192
14450,"United Kingdom",2307.56,188
14451,"United Kingdom",3075.04,500
14452,"United Kingdom",1224.00,288
14453,"United Kingdom",665.52,116
14456,"United Kingdom",13839.84,4288
14457,"United Kingdom",454.56,16
14459,"United Kingdom",7722.48,156
14460,"United Kingdom",1737.36,64
14461,"United Kingdom",9605.96,808
14462,"United Kingdom",8635.32,1008
14463,"United Kingdom",2118.48,24
14465,"United Kingdom",4340.28,540
14466,"United Kingdom",10095.75,326
14467,"United Kingdom",2694.84,404
14470,"United Kingdom",1916.16,176
14472,"United Kingdom",8643.04,1264
14473,"United Kingdom",937.36,28
14474,"United Kingdom",2260.00,120
14475,"United Kingdom",4257.40,200
14476,"United Kingdom",975.80,84
14477,"United Kingdom",5238.40,40
14479,"United Kingdom",1376.60,80
14480,"United Kingdom",1116.20,52
14481,"United Kingdom",2824.44,132
14482,"United Kingdom",9860.52,652
14483,"United Kingdom",684.00,44
14484,"United Kingdom",1579.28,72
14485,"United Kingdom",754.20,208
14487,"United Kingdom",5430.00,656
14488,"United Kingdom",5512.64,200
14489,"United Kingdom",2126.32,140
14491,"United Kingdom",1724.92,77
14493,"United Kingdom",11330.64,548
14494,"United Kingdom",598.08,32
14495,"United Kingdom",661.60,32
14496,"United Kingdom",2459.58,81
14497,"United Kingdom",2023.88,124
14498,"United Kingdom",8640.28,840
14499,"United Kingdom",3622.00,856
14500,"United Kingdom",1427.40,28
14501,"United Kingdom",1004.84,40
14502,"United Kingdom",10527.48,2664
14503,"United Kingdom",15735.04,720
14504,"United Kingdom",2904.72,464
14505,"United Kingdom",26961.88,3500
14506,"United Kingdom",9194.34,1467
14507,"United Kingdom",6057.16,416
14508,"United Kingdom",1252.48,256
14511,"United Kingdom",6620.44,340
14512,"United Kingdom",1101.12,92
14513,"United Kingdom",2180.36,60
14514,"United Kingdom",5044.20,332
14515,"United Kingdom",9753.60,464
14517,"United Kingdom",1321.80,72
14518,"United Kingdom",864.28,72
14520,"United Kingdom",1123.20,20
14522,"United Kingdom",4473.76,92
14523,"United Kingdom",1074.36,56
14524,"United Kingdom",8453.92,900
14525,"United Kingdom",22248.96,1276
14527,"United Kingdom",38889.86,4319
14528,"United Kingdom",1845.20,84
14529,"United Kingdom",2684.80,992
14530,"United Kingdom",13078.48,968
14532,"United Kingdom",3979.60,268
14533,"United Kingdom",8923.28,292
14534,"United Kingdom",19499.64,2264
14535,"United Kingdom",13184.84,1524
14536,"United Kingdom",717.20,80
14537,"United Kingdom",2019.84,52
14538,"United Kingdom",1885.40,88
14539,"United Kingdom",2432.88,144
14540,"United Kingdom",4296.44,332
14541,"United Kingdom",7526.00,504
14542,"United Kingdom",413.00,20
14543,"United Kingdom",14521.32,288
14544,"United Kingdom",8879.04,504
14546,"United Kingdom",11950.72,1800
14547,"United Kingdom",18239.56,1648
14548,"United Kingdom",4569.60,24
14549,"United Kingdom",1264.16,240
