ProductID,Product_name,units_sold,revenue,units_return,return_value
1435,"RECYCLED PENCIL WITH RABBIT ERASER",12475,2824.45,0,0.00
1707,"RATTLE SNAKE EGGS",3261,2770.76,0,0.00
1706,"CARTOON  PENCIL SHARPENERS",15285,1135.37,0,0.00
1526,"FAIRY CAKE DESIGN UMBRELLA",1834,7401.90,0,0.00
1534,"ASSORTED COLOURS SILK FAN",95379,74337.20,0,0.00
461,"COLOURING PENCILS BROWN TUBE",11478,6186.19,0,0.00
1705,"LETTER "Y" BLING KEY RING",265,92.21,0,0.00
1704,"LETTER "N" BLING KEY RING",166,118.62,0,0.00
1703,"LETTER "L" BLING KEY RING",378,261.86,0,0.00
1702,"LETTER "I" BLING KEY RING",153,119.33,0,0.00
1701,"LETTER "F" BLING KEY RING",109,62.57,0,0.00
1700,"LETTER "C" BLING KEY RING",367,293.63,0,0.00
1699,"LETTER "B" BLING KEY RING",151,101.63,0,0.00
1698,"LARGE MINT DIAMANTE HAIRSLIDE",125,207.73,0,0.00
1697,"5 STRAND GLASS NECKLACE AMETHYST",37,232.73,0,0.00
1696,"GREEN PENDANT TRIPLE SHELL NECKLACE",49,257.95,0,0.00
333,"RED GLASS TASSLE BAG CHARM",162,356.73,0,0.00
1695,"BLUE MURANO TWIST BRACELET",157,660.72,0,0.00
1694,"SUMMER BUTTERFLIES BAG CHARM",221,550.67,0,0.00
1693,"SUMMER DAISIES BAG CHARM",669,1674.35,0,0.00
1692,"FIRE POLISHED GLASS NECKL GREEN",25,146.58,0,0.00
1691,"NEW BAROQUE LARGE NECKLACE BLK/WHIT",65,545.13,0,0.00
1690,"GREEN PAIR HEART HAIR SLIDES",93,348.25,0,0.00
1689,"COPPER/OLIVE GREEN FLOWER NECKLACE",85,525.77,0,0.00
1688,"HANGING WOOD AND FELT BUTTERFLY ",3585,1638.48,0,0.00
1119,"S/4 CACTI CANDLES",2490,11891.29,0,0.00
1687,"PINK LOVE BIRD CANDLE",1405,1426.83,0,0.00
1686,"EAU DE NIL LOVE BIRD CANDLE",1717,1813.95,0,0.00
343,"BLACK LOVE BIRD CANDLE",1353,1471.75,0,0.00
1685,"IVORY LOVE BIRD CANDLE",3249,3254.59,0,0.00
1684,"BLACK GRAND BAROQUE PHOTO FRAME",203,460.95,0,0.00
1445,"CHARLIE AND LOLA FIGURES TINS",6094,14367.18,0,0.00
1505,"CUT GLASS HEXAGON T-LIGHT HOLDER",2618,4641.94,0,0.00
1683,"FRENCH ENAMEL UTENSIL HOLDER",188,768.71,0,0.00
1682,"FRENCH ENAMEL POT W LID",2359,5757.93,0,0.00
1681,"EAU DE NILE HEART SHAPE PHOTO FRAME",1325,2237.04,0,0.00
1643,"SET OF 36 TEATIME PAPER DOILIES",12217,17907.44,0,0.00
610,"SET OF 16 VINTAGE PISTACHIO CUTLERY",1270,14382.20,0,0.00
554,"ANTIQUE SILVER TEA GLASS ENGRAVED",34918,41294.16,0,0.00
637,"MULTI COLOUR SILVER T-LIGHT HOLDER",42354,35131.56,0,0.00
1680,"PSYCHEDELIC TILE HOOK",1197,736.01,0,0.00
1679,"WAKE UP COCKEREL TILE HOOK",201,286.01,0,0.00
138,"WHITE WIRE EGG HOLDER",1314,8413.98,0,0.00
1360,"ENCHANTED BIRD COATHANGER 5 HOOK",3350,15985.65,0,0.00
1465,"ZINC FINISH 15CM PLANTER POTS",2418,3013.38,0,0.00
1059,"BEACH HUT KEY CABINET",138,720.69,0,0.00
1678,"BLUE FLY SWAT",717,627.80,0,0.00
1677,"BLACK SQUARE TABLE CLOCK",465,1225.86,0,0.00
1676,"PINK STITCHED WALL CLOCK",2717,3320.58,0,0.00
533,"3D DOG PICTURE PLAYING CARDS",1375,4137.69,0,0.00
1675,"ASSTD DESIGN BUBBLE GUM RING",71,14.91,0,0.00
1359,"WORLD WAR 2 GLIDERS ASSTD DESIGNS",223597,56016.31,0,0.00
177,"ENGLISH ROSE HOT WATER BOTTLE",6519,29599.65,0,0.00
55,"WOODEN PICTURE FRAME WHITE FINISH",36154,92746.55,0,0.00
1674,"VINYL RECORD FRAME SILVER",6817,26648.94,0,0.00
3975,"SILVER RECORD COVER FRAME",6817,26648.94,0,0.00
1673,"RETRO PLASTIC POLKA TRAY",637,554.86,0,0.00
1602,"MOROCCAN TEA GLASS",16777,13546.57,0,0.00
1672,"METAL TUBE CHIME ON BAMBOO",1961,2120.20,0,0.00
1671,"LARGE CIRCULAR MIRROR MOBILE",28457,27314.43,0,0.00
1670,"SET/6 TURQUOISE BUTTERFLY T-LIGHTS",5175,10370.09,0,0.00
1669,"SILVER BOOK MARK WITH BEADS",713,787.95,0,0.00
3574,"ANTIQUE SILVER BOOK MARK WITH BEADS",713,787.95,0,0.00
208,"DOORMAT FAIRY CAKE",14484,95701.88,0,0.00
1668,"ASSORTED CIRCULAR MOBILE",2794,626.60,0,0.00
1111,"SMALL FOLKART STAR CHRISTMAS DEC",5307,1498.04,0,0.00
1667,"BLACK CHRISTMAS TREE 120CM",870,2216.34,0,0.00
476,"GREEN GIANT GARDEN THERMOMETER",1729,10878.31,0,0.00
117,"IVORY GIANT GARDEN THERMOMETER",2423,14912.97,0,0.00
1666,"PACK OF 20 NAPKINS RED APPLES",17541,14296.98,0,0.00
382,"TOTE BAG I LOVE LONDON",5207,10650.73,0,0.00
1665,"NUMBER TILE VINTAGE FONT 5",397,780.41,0,0.00
1664,"NUMBER TILE VINTAGE FONT 3",433,859.01,0,0.00
244,"SET 20 NAPKINS FAIRY CAKES DESIGN ",11003,9510.14,0,0.00
1663,"SET OF 6 T-LIGHTS CACTI ",3525,9683.07,0,0.00
246,"SET OF 6 T-LIGHTS SANTA",5049,15390.31,0,0.00
1401,"PHOTO FRAME 3 CLASSIC HANGING",2339,23270.53,0,0.00
1391,"GLASS BELL JAR LARGE",1424,11948.88,0,0.00
1568,"GLASS CLOCHE LARGE",1424,11948.88,0,0.00
230,"FAMILY PHOTO FRAME CORNICE",3495,33313.44,0,0.00
1662,"CUPBOARD 3 DRAWER MA CAMPAGNE",685,11173.91,0,0.00
1061,"SMALL YELLOW BABUSHKA NOTEBOOK ",4064,3054.54,0,0.00
6,"SET 7 BABUSHKA NESTING BOXES",7417,59836.84,0,0.00
650,"MAKE YOUR OWN FLOWERPOWER CARD KIT",3753,9737.43,0,0.00
320,"RIBBON REEL MAKING SNOWMEN ",4975,9337.93,0,0.00
512,"3D CHRISTMAS STAMPS STICKERS ",4722,6188.72,0,0.00
1379,"CARD DOG AND BALL ",4941,2154.05,0,0.00
360,"DOLLY GIRL LUNCH BOX",47287,86737.07,0,0.00
634,"BLACK KITCHEN SCALES",2092,17819.92,0,0.00
1601,"TRADITIONAL KNITTING NANCY",24613,40246.65,0,0.00
1661,"PENS ASSORTED SPACEBALL",23787,5532.10,0,0.00
405,"CHRISTMAS GINGHAM TREE",8137,7720.75,0,0.00
406,"CHRISTMAS GINGHAM STAR",9305,8541.32,0,0.00
1115,"WOODEN STAR CHRISTMAS SCANDINAVIAN",41921,15574.39,0,0.00
505,"WOODEN HEART CHRISTMAS SCANDINAVIAN",42517,16370.02,0,0.00
1098,"SWALLOW WOODEN CHRISTMAS DECORATION",6267,5756.40,0,0.00
577,"METAL MERRY CHRISTMAS WREATH",2569,4915.89,0,0.00
715,"20 DOLLY PEGS RETROSPOT",9930,13194.22,0,0.00
425,"PLASTERS IN TIN WOODLAND ANIMALS",31373,53584.71,0,0.00
1660,"MINI JIGSAW PURDEY",8417,3202.45,0,0.00
767,"PAINT YOUR OWN CANVAS SET",9902,16045.68,0,0.00
45,"MINI PAINT SET VINTAGE ",107002,68044.40,0,0.00
1373,"PACK OF 12 COLOURED PENCILS",15937,12862.79,0,0.00
1659,"RED GINGHAM TEDDY BEAR ",3103,9282.57,0,0.00
226,"TV DINNER TRAY VINTAGE PAISLEY",2018,6527.93,0,0.00
143,"FAIRY TALE COTTAGE NIGHTLIGHT",12808,23255.86,0,0.00
3697,"FAIRY TALE COTTAGE NIGHT LIGHT",12808,23255.86,0,0.00
1383,"EMBOSSED GLASS TEALIGHT HOLDER",10267,13199.01,0,0.00
1571,"MONEY BOX KINGS CHOICE DESIGN",1398,1632.60,0,0.00
1076,"MAGNETS PACK OF 4 VINTAGE COLLAGE",6905,4159.83,0,0.00
1658,"PAPERWEIGHT VINTAGE PAISLEY",609,885.22,0,0.00
260,"LUNCH BAG SPACEBOY DESIGN ",41915,72469.35,0,0.00
1657,"GLASS JAR MARMALADE ",1925,5540.91,0,0.00
187,"STAR DECORATION PAINTED ZINC ",18767,4964.58,0,0.00
35,"ROUND SNACK BOXES SET OF4 WOODLAND ",34349,98098.09,0,0.00
1656,"HANGING METAL RABBIT DECORATION",1901,2475.31,0,0.00
377,"FELTCRAFT DOLL EMILY",5411,15967.33,0,0.00
365,"FELTCRAFT DOLL MOLLY",18084,48150.92,0,0.00
1348,"FELTCRAFT DOLL MARIA",797,2300.99,0,0.00
376,"FELTCRAFT DOLL ROSIE",6887,20258.01,0,0.00
1655,"FELT TOADSTOOL  SMALL",2522,2416.43,0,0.00
1654,"BIRDHOUSE DECORATION MAGIC GARDEN",2857,3570.47,0,0.00
1653,"DECORATION  BUTTERFLY  MAGIC GARDEN",3287,2935.58,0,0.00
1652,"DECORATION  PINK CHICK MAGIC GARDEN",2377,2105.42,0,0.00
638,"3 HOOK HANGER MAGIC GARDEN",6846,13175.66,0,0.00
621,"HANGING HEART MIRROR DECORATION ",9389,6849.16,0,0.00
1651,"T-LIGHT HOLDER WHITE LACE",2362,2068.32,0,0.00
1650,"PINK OWL SOFT TOY",3518,10409.38,0,0.00
1649,"HEART STRING MEMO HOLDER HANGING",3502,4177.84,0,0.00
1412,"FOOD CONTAINER SET 3 LOVE HEART ",8179,15855.87,0,0.00
724,"JOY WOODEN BLOCK LETTERS",933,3637.51,0,0.00
1648,"MIRROR MOSAIC GOBLET CANDLE HOLDER",2297,3395.49,0,0.00
567,"CARAVAN SQUARE TISSUE BOX",5800,3239.86,0,0.00
453,"CERAMIC STRAWBERRY DESIGN MUG",7209,8440.32,0,0.00
1573,"CHRISTMAS CARD SINGING ANGEL",1657,698.95,0,0.00
526,"RECORD FRAME 7" SINGLE SIZE ",17741,45959.10,0,0.00
1380,"PENNY FARTHING BIRTHDAY CARD",12253,5252.69,0,0.00
1726,"WRAP CHRISTMAS VILLAGE",19617,8063.14,0,0.00
756,"DOORMAT ENGLISH ROSE ",8197,57605.75,0,0.00
1732,"SET/6 POSIES PAPER PLATES",508,481.72,0,0.00
1448,"PINK  POLKADOT CUP",12107,10872.55,0,0.00
1414,"KEEP OUT BOYS DOOR HANGER ",597,955.93,0,0.00
1731,"NECKLACE+BRACELET SET BLUE BLOSSOM",186,464.14,0,0.00
1730,"KNITTED RABBIT DOLL ",114,188.10,0,0.00
1729,"NINJA RABBIT PINK",677,762.41,0,0.00
61,"JUMBO  BAG BAROQUE BLACK WHITE",55902,112826.16,0,0.00
599,"PINK 3 PIECE POLKADOT CUTLERY SET",21752,89834.36,0,0.00
3011,"CHILDRENS CUTLERY POLKADOT PINK",21752,89834.36,0,0.00
65,"BLUE 3 PIECE POLKADOT CUTLERY SET",16302,67629.14,0,0.00
3010,"CHILDRENS CUTLERY POLKADOT BLUE",16302,67629.14,0,0.00
64,"RED 3 PIECE RETROSPOT CUTLERY SET",18383,76709.01,0,0.00
3024,"CHILDRENS CUTLERY RETROSPOT RED ",18383,76709.01,0,0.00
1768,"ZINC FOLKART SLEIGH BELLS",20293,38240.85,0,0.00
1127,"ALARM CLOCK BAKELIKE CHOCOLATE",7959,32765.37,0,0.00
196,"TRAVEL SEWING KIT",20482,34663.46,0,0.00
688,"PLASTERS IN TIN CIRCUS PARADE ",24542,40401.06,0,0.00
1328,"CHILDRENS GARDEN GLOVES BLUE",2572,3542.02,0,0.00
1492,"ENAMEL WASH BOWL CREAM",2984,11490.28,0,0.00
286,"PACK OF 60 SPACEBOY CAKE CASES",33860,18339.52,0,0.00
359,"ROUND SNACK BOXES SET OF 4 SKULLS",4727,17394.87,0,0.00
179,"3 STRIPEY MICE FELTCRAFT",12162,23799.01,0,0.00
80,"RETROSPOT TEA SET CERAMIC 11 PC ",18141,91859.19,0,0.00
590,"JUMBO STORAGE BAG SKULLS",25943,56391.57,0,0.00
1117,"UNION JACK FLAG PASSPORT COVER ",3404,8359.98,0,0.00
1382,"WHITE SPOT BLUE CERAMIC DRAWER KNOB",17736,24486.22,0,0.00
1054,"BLUE SPOT CERAMIC DRAWER KNOB",17528,24629.38,0,0.00
1381,"BLUE STRIPE CERAMIC DRAWER KNOB",21189,28622.13,0,0.00
1085,"RED STRIPE CERAMIC DRAWER KNOB",22147,30156.50,0,0.00
520,"DINOSAURS  WRITING SET ",3795,6951.04,0,0.00
363,"RED RETROSPOT PLATE ",13507,22826.71,0,0.00
1647,"SET/20 STRAWBERRY PAPER NAPKINS ",11123,10167.43,0,0.00
1767,"WATERMELON BATH SPONGE",120,300.00,0,0.00
1766,"SILVER MINI TAPE MEASURE ",634,1089.90,0,0.00
776,"JUMBO BAG TOYS ",20068,44179.42,0,0.00
463,"ZINC METAL HEART DECORATION",23875,29831.03,0,0.00
1794,"ANGEL DECORATION PAINTED ZINC ",3676,2316.36,0,0.00
1793,"CHRISTMAS TREE PAINTED ZINC ",9875,2735.19,0,0.00
1094,"ROCKING HORSE GREEN CHRISTMAS ",5722,5137.90,0,0.00
1815,"CRACKED GLAZE EARRINGS IVORY",17,42.51,0,0.00
1814,"CRACKED GLAZE NECKLACE IVORY",33,229.83,0,0.00
1480,"12 COLOURED PARTY BALLOONS",8646,5665.54,0,0.00
1813,"BLACK/WHITE GLASS/SILVER BRACELET",45,409.31,0,0.00
1812,"MIDNIGHT BLUE GLASS/SILVER BRACELET",73,678.15,0,0.00
1811,"SILVER BRACELET W PASTEL FLOWER",133,1016.22,0,0.00
1810,"SILVER HOOP EARRINGS WITH FLOWER",113,677.95,0,0.00
1466,"SILK PURSE BABUSHKA BLUE",790,2677.94,0,0.00
2037,"PINK JEWELLED PHOTO FRAME",120,926.24,0,0.00
1135,"LETTER "V" BLING KEY RING",105,65.17,0,0.00
2036,"JET BLACK LAS VEGAS BRACELET ROUND",40,150.48,0,0.00
2035,"BLACK ENAMEL FLOWER RING",344,1011.60,0,0.00
1502,"5 STRAND GLASS NECKLACE BLACK",46,291.22,0,0.00
2034,"AMETHYST DROP EARRINGS W LONG BEADS",84,244.32,0,0.00
2033,"AMBER DROP EARRINGS W LONG BEADS",160,468.96,0,0.00
2032,"ST TROPEZ NECKLACE",180,896.48,0,0.00
2031,"IVORY PENDANT TRIPLE SHELL NECKLACE",36,179.44,0,0.00
2030,"PINK SWEETIE NECKLACE",8,60.48,0,0.00
2029,"LIGHT TOPAZ TEAL/AQUA COL NECKLACE",12,60.64,0,0.00
1881,"CRYSTAL FROG PHONE CHARM",409,312.01,0,0.00
2028,"CRYSTAL STILETTO PHONE CHARM",136,147.04,0,0.00
1948,"CARNIVAL BRACELET",176,2232.12,0,0.00
483,"DIAMANTE HAIR GRIP PACK/2 BLACK DIA",66,109.38,0,0.00
2027,"GOLD M PEARL  ORBIT NECKLACE",68,634.96,0,0.00
3893,"GOLD M.O.P. ORBIT NECKLACE",68,634.96,0,0.00
2026,"GREEN VINTAGE EARRINGS ",156,632.32,0,0.00
2025,"ANTIQUE OLIVE GREEN FLOWER EARRINGS",28,118.92,0,0.00
2024,"HANGING WOOD AND FELT FLOWER",8220,1303.84,0,0.00
2023,"HANGING WOOD AND FELT HEART",2704,1259.24,0,0.00
1520,"PINK HORSE SOCK PUPPET",1226,3713.66,0,0.00
3868,"PINK HORSE SOCK PUPPET KIT",1226,3713.66,0,0.00
1444,"CHARLIE AND LOLA TABLE TINS",2153,4933.07,0,0.00
2022,"HILDA CANDY SPOT RABBIT",100,436.92,0,0.00
2021,"CANDY SPOT EGG WARMER HARE",2832,1900.72,0,0.00
1484,"PINK HEART SHAPE PHOTO FRAME",1290,2093.54,0,0.00
475,"FAIRY SOAP SOAP HOLDER",1093,1964.33,0,0.00
2020,"SET OF 4 DIAMOND NAPKIN RINGS",664,5575.16,0,0.00
2019,"ENCHANTED BIRD PLANT CAGE",748,2577.88,0,0.00
2018,"GIRLS ALPHABET IRON ON PATCHES ",55528,11692.52,0,0.00
1433,"SMALL PINK MAGIC CHRISTMAS TREE",2593,1140.57,0,0.00
2017,"HEN HOUSE W CHICK STANDING",1188,496.36,0,0.00
3157,"HEN HOUSE WITH CHICK STANDING",1188,496.36,0,0.00
2016,"SET/4 WHITE RETRO STORAGE CUBES ",1660,65453.20,0,0.00
1620,"MAGIC TREE -PAPER FLOWERS",3716,3432.20,0,0.00
1772,"FRAPPUCINO SCARF KNITTING KIT",1379,2031.61,0,0.00
83,"AIRLINE LOUNGE,METAL SIGN",2866,5678.48,0,0.00
54,"WOOD S/3 CABINET ANT WHITE FINISH",8662,74311.78,0,0.00
3686,"3 DRAWER ANTIQUE WHITE WOOD CABINET",8662,74311.78,0,0.00
1062,"RETRO MOD TRAY",3217,2882.89,0,0.00
2015,"TURQ ICE CREAM BUM BAG ",76,252.84,0,0.00
2014,"WOVEN CANDY CUSHION COVER ",272,1170.24,0,0.00
2013,"WOVEN FROST CUSHION COVER",468,1971.16,0,0.00
2012,"FUNKY MONKEY CUSHION COVER",928,1268.68,0,0.00
2011,"CERAMIC CAKE DESIGN SPOTTED PLATE",3280,5253.12,0,0.00
1874,"VINTAGE BEAD NOTEBOOK",605,1747.51,0,0.00
2010,"VINTAGE BEAD PINK SCARF ",1804,3943.36,0,0.00
2009,"VINTAGE BEAD PINK PURSE ",3924,4273.28,0,0.00
548,"CARD BILLBOARD FONT",21292,9081.68,0,0.00
580,"36 FOIL STAR CAKE CASES ",4216,8331.00,0,0.00
1392,"FRIDGE MAGNETS LA VIE EN ROSE",5276,4700.00,0,0.00
24,"YELLOW COAT RACK PARIS FASHION",1153,5394.31,0,0.00
1457,"MINI CAKE STAND T-LIGHT HOLDER",7512,3734.16,0,0.00
1734,"3D VINTAGE CHRISTMAS STICKERS ",6611,8689.75,0,0.00
1902,"FRENCH BLUE METAL DOOR SIGN 9",2133,2915.53,0,0.00
474,"FRENCH WC SIGN BLUE METAL",7546,10089.50,0,0.00
2008,"PACK OF 20 SPACEBOY NAPKINS",6152,4890.44,0,0.00
1064,"CARDHOLDER HOLLY WREATH METAL",2641,12118.23,0,0.00
1837,"HAPPY STENCIL CRAFT",11331,13441.47,0,0.00
1469,"MEMO BOARD COTTAGE DESIGN",5861,28501.03,0,0.00
1946,"SKULL DESIGN TV DINNER TRAY",1264,6422.68,0,0.00
304,"HANGING METAL STAR LANTERN",8300,12711.36,0,0.00
123,"HANGING METAL HEART LANTERN",13731,22142.03,0,0.00
1967,"SAVOY ART DECO CLOCK",956,5814.32,0,0.00
2007,"SET OF 36 DOILIES SPACEBOY DESIGN ",3472,4843.28,0,0.00
3966,"SET OF 36 SPACEBOY PAPER DOILIES",3472,4843.28,0,0.00
1836,"MAGNETS PACK OF 4 VINTAGE LABELS ",5304,2773.68,0,0.00
1781,"MAGNETS PACK OF 4 SWALLOWS",10317,6374.29,0,0.00
1956,"PARTY PIZZA DISH PINK POLKADOT",4912,1841.52,0,0.00
2006,"ROUND CONTAINER SET OF 5 RETROSPOT",6416,10654.16,0,0.00
358,"ROUND SNACK BOXES SET OF 4 FRUITS ",27494,76805.38,0,0.00
404,"BIRD DECORATION RED RETROSPOT",3705,3556.77,0,0.00
1417,"DECORATION HEN ON NEST, HANGING",3496,5999.40,0,0.00
2650,"HANGING HEN ON NEST DECORATION",3496,5999.40,0,0.00
2005,"12 EGG HOUSE PAINTED WOOD",596,9514.08,0,0.00
152,"5 HOOK HANGER MAGIC TOADSTOOL",2613,4064.97,0,0.00
2004,"CAKE PLATE LOVEBIRD PINK",1764,7286.44,0,0.00
2003,"CAKE STAND LOVEBIRD 2 TIER PINK",524,4418.16,0,0.00
563,"PLACE SETTING WHITE HEART",60666,25356.88,0,0.00
1756,"METAL SIGN HIS DINNER IS SERVED",2304,2493.48,0,0.00
2002,"PING! MICROWAVE PLATE",608,1660.36,0,0.00
2001,"MIRROR MOSAIC HURRICANE LAMP ",1396,3593.52,0,0.00
586,"PINK PAISLEY SQUARE TISSUE BOX ",5493,2348.53,0,0.00
1831,"RIBBON REEL HEARTS DESIGN ",7655,13411.71,0,0.00
700,"PACK OF 12 BLUE PAISLEY TISSUES ",9264,3128.08,0,0.00
1797,"STRAWBERRY   PICNIC BAG",6833,19610.15,0,0.00
1566,"KEY FOB , SHED",13006,8849.78,0,0.00
1623,"SKULLS TAPE",2828,1012.48,0,0.00
353,"PAINTED METAL STAR WITH HOLLY BELLS",7685,4435.89,0,0.00
369,"COSY SLIPPER SHOES SMALL  RED ",207,646.17,0,0.00
1818,"MULTI HEARTS  STICKERS",961,829.81,0,0.00
731,"SILVER PLATE CANDLE BOWL SMALL",1410,4458.22,0,0.00
341,"PAISLEY PATTERN  STICKERS",507,453.39,0,0.00
1741,"HEARTS  STICKERS",3359,2967.51,0,0.00
1886,"ASSORTED TUTTI FRUTTI BRACELET",10206,2775.30,0,0.00
2000,"VINTAGE PINK DECORATIVE PARASOL",352,1958.96,0,0.00
1999,"ELEPHANT CARNIVAL POUFFE",252,5199.32,0,0.00
1834,"VINTAGE UNION JACK PENNANT",3192,6370.40,0,0.00
189,"FANCY FONT BIRTHDAY CARD, ",20048,8488.28,0,0.00
1998,"BLUE POLKADOT EGG CUP ",4300,2201.72,0,0.00
1997,"RELAX LARGE WOOD LETTERS",520,3440.92,0,0.00
1374,"TOAST ITS - I LOVE YOU ",3202,4027.82,0,0.00
348,"AGED GLASS SILVER T-LIGHT HOLDER",42626,27738.58,0,0.00
1996,"GLASS CHALICE GREEN  SMALL ",644,703.12,0,0.00
1995,"SMALL POLKADOT CHOCOLATE GIFT BAG ",3772,3278.56,0,0.00
1895,"WHITE BELL HONEYCOMB PAPER GARLAND ",1486,2610.30,0,0.00
525,"BLACK RECORD COVER FRAME",47261,164768.31,0,0.00
1586,"RED RETROSPOT SHOPPING BAG",2093,5417.31,0,0.00
1553,"SPACE OWL",1035,1281.75,0,0.00
1102,"SWISS CHALET TREE DECORATION ",5631,2472.63,0,0.00
1952,"HEART CALCULATOR",4732,6182.36,0,0.00
1839,"FORKED CACTUS CANDLE",406,1296.34,0,0.00
1994,"ZINC HEART LATTICE CHARGER LARGE",208,870.32,0,0.00
1993,"CAMOUFLAGE EAR MUFF HEADPHONES",216,1494.28,0,0.00
1561,"FUNKY WASHING UP GLOVES ASSORTED",4020,8451.68,0,0.00
1992,"PARTY FOOD SHOPPER BAG",1600,1878.52,0,0.00
351,"JUMBO BAG OWLS",45845,92258.39,0,0.00
495,"SWIRLY CIRCULAR RUBBERS IN BAG",1890,716.72,0,0.00
105,"EDWARDIAN PARASOL NATURAL",16389,95372.63,0,0.00
2078,"SMALL PINK GLASS SUNDAE DISH",3780,1914.88,0,0.00
2077,"GREEN FERN SKETCHBOOK ",424,1680.32,0,0.00
1342,"BLUE PAISLEY POCKET BOOK",1235,1094.03,0,0.00
2076,"PURPLE PAPER PARASOL",1256,4103.76,0,0.00
503,"MINI FUNKY DESIGN TAPES",5186,3981.06,0,0.00
1947,"GREEN SWEETHEART BRACELET",412,1693.64,0,0.00
2075,"GREEN STONE/CRYSTAL EARRINGS",56,163.80,0,0.00
2074,"TURQ STONE/CRYSTAL EARRINGS",156,455.88,0,0.00
2073,"WHITE FRANGIPANI NECKLACE",156,392.28,0,0.00
2072,"LILY BROOCH OLIVE COLOUR",80,398.40,0,0.00
2071,"CHUNKY CRACKED GLAZE NECKLACE IVORY",16,174.04,0,0.00
2070,"FIRE POLISHED GLASS BRACELET BLACK",24,89.92,0,0.00
2069,"AMBER GLASS/SILVER BRACELET",100,911.56,0,0.00
516,"ORANGE SCENTED SET/9 T-LIGHTS",2410,2052.70,0,0.00
1884,"GREEN BITTY LIGHT CHAIN",779,1546.95,0,0.00
1361,"CACTI T-LIGHT CANDLES",21604,9250.00,0,0.00
2068,"BEADED CRYSTAL HEART BLUE ON STICK",772,715.40,0,0.00
1605,"BEADED PEARL HEART WHITE ON STICK",4008,3635.92,0,0.00
1580,"CREAM SWEETHEART MINI CHEST",7178,90912.30,0,0.00
1958,"PEARL CRYSTAL PUMPKIN T-LIGHT HLDR",5896,9797.20,0,0.00
1429,"WHITE JEWELLED HEART DECORATION",8728,7651.00,0,0.00
2067,"S/4 BLACK MINI ROSE CANDLE IN BOWL",1220,1063.08,0,0.00
2066,"S/4 IVORY MINI ROSE CANDLE IN BOWL",3224,4698.52,0,0.00
1877,"HANGING HEART JAR T-LIGHT HOLDER",50054,65917.62,0,0.00
1801,"NEW BAROQUE BLACK PHOTO ALBUM",118,625.44,0,0.00
2065,"KITCHEN FLOWER POTS WALL PLAQUE",464,2478.36,0,0.00
1081,"SET OF 4 FAIRY CAKE PLACEMATS",892,3388.36,0,0.00
2064,"PINK METAL CHICKEN HEART ",2868,4238.68,0,0.00
53,"WOOD 2 DRAWER CABINET WHITE FINISH",9696,61390.08,0,0.00
462,"4 IVORY DINNER CANDLES SILVER FLOCK",2184,4904.16,0,0.00
661,"SET/12 TAPER CANDLES",2445,2438.01,0,0.00
2063,"SET/6 PINK  BUTTERFLY T-LIGHTS",8392,16048.20,0,0.00
236,"DOORMAT TOPIARY",3630,24138.66,0,0.00
1929,"PINK GREEN EMBROIDERY COSMETIC BAG",133,375.71,0,0.00
2062,"WOVEN BUBBLE GUM CUSHION COVER",640,2690.40,0,0.00
1430,"CHINESE DRAGON PAPER LANTERNS",22392,8615.92,0,0.00
2061,"YELLOW FELT HANGING HEART W FLOWER",348,269.56,0,0.00
2060,"4 GOLD FLOCK CHRISTMAS BALLS",8,26.88,0,0.00
1122,"3 TRADITIONAL COOKIE CUTTERS  SET",5516,11709.64,0,0.00
1366,"3 TRADITIONAl BISCUIT CUTTERS  SET",5516,11709.64,0,0.00
2059,"NOEL GARLAND PAINTED ZINC ",5644,3169.12,0,0.00
2058,"BIRD DECORATION GREEN POLKADOT",3280,2991.24,0,0.00
1418,"HEN HOUSE DECORATION",3828,6586.28,0,0.00
1421,"WOOD STAMP SET BEST WISHES",4089,3860.25,0,0.00
1422,"WOOD STAMP SET HAPPY BIRTHDAY",3812,3893.28,0,0.00
2057,"MIRROR MOSAIC CANDLE PLATE",1152,1374.84,0,0.00
217,"BOUDOIR SQUARE TISSUE BOX",7979,4016.51,0,0.00
1909,"MOTORING TISSUE BOX",7341,3297.57,0,0.00
1377,"TEA PARTY BIRTHDAY CARD",17616,7555.32,0,0.00
205,"PACK OF 12 RED RETROSPOT TISSUES ",26881,8525.61,0,0.00
1817,"SET OF 6 HEART CHOPSTICKS",3264,4583.60,0,0.00
2056,"CAKES AND RABBITS DESIGN FLANNEL ",476,537.96,0,0.00
1751,"PINK VINTAGE PAISLEY PICNIC BAG",10707,19864.97,0,0.00
1604,"PACK OF 6 SANDCASTLE FLAGS ASSORTED",10100,8695.60,0,0.00
708,"IF YOU CAN'T STAND THE HEAT MUG",6508,7382.20,0,0.00
2055,"GREEN  DIAMANTE PEN IN GIFT BOX",304,715.56,0,0.00
2054,"GARLAND WITH HEARTS AND BELLS",1576,7004.88,0,0.00
30,"PANDA AND BUNNIES STICKER SHEET",1668,1453.92,0,0.00
1892,"ALPHABET HEARTS STICKER SHEET",1605,1414.77,0,0.00
1370,"LOVELY BONBON STICKER SHEET",1393,1240.81,0,0.00
1896,"SMALL SILVER TRELLIS CANDLEPOT",932,2795.80,0,0.00
1972,"SMALL HAMMERED SILVER CANDLEPOT ",1492,4573.24,0,0.00
